wmo,field,ui_value,decoder_ui_api_value,upstream_or_registry_source,upstream_value,independently_calculated_value,transformation,verification,api_generated_at_utc,result
2902087,Longitude,80.731°E,80.7311,https://data-argo.ifremer.fr/dac/incois/2902087/2902087_Rtraj.nc [LONGITUDE index 35147; JULD; POSITION_QC=1],80.7311,80.7311,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902087,Last Transmission,2016-08-14 04:15 UTC,2016-08-14T04:15:12+00:00,https://data-argo.ifremer.fr/dac/incois/2902087/2902087_Rtraj.nc [JULD_LAST_MESSAGE index 323; raw JULD=24332.177222222206],JULD_LAST_MESSAGE[323] = 24332.177222222206 days since 1950-01-01 UTC,2016-08-14T04:15:12+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902087,Expected Next Communication,2016-08-24 04:15 UTC,2016-08-24T04:15:12+00:00,https://data-argo.ifremer.fr/dac/incois/2902087/2902087_Rtraj.nc [JULD_LAST_MESSAGE index 323; raw JULD=24332.177222222206],2016-08-14T04:15:12+00:00,2016-08-24T04:15:12+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902087,No Communication / elapsed days,3689 d,3689.7289303123957,https://data-argo.ifremer.fr/dac/incois/2902087/2902087_Rtraj.nc [JULD_LAST_MESSAGE index 323; raw JULD=24332.177222222206],2016-08-14T04:15:12+00:00,3689.7289303123957,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902087,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/2902087/2902087_Rtraj.nc [JULD_LAST_MESSAGE index 323; raw JULD=24332.177222222206],2016-08-14T04:15:12+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902087,Prof# (highest cycle),323,323,https://data-argo.ifremer.fr/dac/incois/2902087/profiles/ [recognized filenames; distinct positive cycles],323,323,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902087,Profiles Missing,0,0,https://data-argo.ifremer.fr/dac/incois/2902087/profiles/ [recognized filenames; distinct positive cycles],0,0,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902088,WMO ID,2902088,2902088,config/metadata/provor_cts4_301_reference.csv [wmo]; path_resolver._discover_cts4_presets | https://data-argo.ifremer.fr/dac/incois/2902088/2902088_meta.nc [PLATFORM_NUMBER],2902088,2902088,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902088,Internal ID,—,,No PTT/IMEI in local identity registries (sanitized CTS4 data),Not used: local registry only; operational identity not independently verified,,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH (sanitized/unavailable),2026-09-20T21:44:51.578991+00:00,PASS
2902088,Float Type,PROVOR_III,PROVOR_III,service/path_resolver.py:_discover_cts4_presets [platform_type=PROVOR_III] | https://data-argo.ifremer.fr/dac/incois/2902088/2902088_meta.nc [PLATFORM_TYPE],PROVOR_III,PROVOR_III,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902088,Latitude,4.275°S,-4.27467,https://data-argo.ifremer.fr/dac/incois/2902088/2902088_Rtraj.nc [LATITUDE index 32947; JULD; POSITION_QC=1],-4.27467,-4.27467,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902088,Longitude,86.898°E,86.89816,https://data-argo.ifremer.fr/dac/incois/2902088/2902088_Rtraj.nc [LONGITUDE index 32947; JULD; POSITION_QC=1],86.89816,86.89816,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902088,Last Transmission,2019-03-20 04:35 UTC,2019-03-20T04:35:01+00:00,https://data-argo.ifremer.fr/dac/incois/2902088/2902088_Rtraj.nc [JULD_LAST_MESSAGE index 229; raw JULD=25280.19098379626],JULD_LAST_MESSAGE[229] = 25280.19098379626 days since 1950-01-01 UTC,2019-03-20T04:35:01+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902088,Expected Next Communication,2019-03-30 04:35 UTC,2019-03-30T04:35:01+00:00,https://data-argo.ifremer.fr/dac/incois/2902088/2902088_Rtraj.nc [JULD_LAST_MESSAGE index 229; raw JULD=25280.19098379626],2019-03-20T04:35:01+00:00,2019-03-30T04:35:01+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902088,No Communication / elapsed days,2741 d,2741.7151687383216,https://data-argo.ifremer.fr/dac/incois/2902088/2902088_Rtraj.nc [JULD_LAST_MESSAGE index 229; raw JULD=25280.19098379626],2019-03-20T04:35:01+00:00,2741.7151687383216,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902088,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/2902088/2902088_Rtraj.nc [JULD_LAST_MESSAGE index 229; raw JULD=25280.19098379626],2019-03-20T04:35:01+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902088,Prof# (highest cycle),228,228,https://data-argo.ifremer.fr/dac/incois/2902088/profiles/ [recognized filenames; distinct positive cycles],228,228,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902088,Profiles Missing,0,0,https://data-argo.ifremer.fr/dac/incois/2902088/profiles/ [recognized filenames; distinct positive cycles],0,0,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902089,WMO ID,2902089,2902089,config/metadata/provor_cts4_301_reference.csv [wmo]; path_resolver._discover_cts4_presets | https://data-argo.ifremer.fr/dac/incois/2902089/2902089_meta.nc [PLATFORM_NUMBER],2902089,2902089,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902089,Internal ID,—,,No PTT/IMEI in local identity registries (sanitized CTS4 data),Not used: local registry only; operational identity not independently verified,,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH (sanitized/unavailable),2026-09-20T21:44:51.578991+00:00,PASS
2902089,Float Type,PROVOR_III,PROVOR_III,service/path_resolver.py:_discover_cts4_presets [platform_type=PROVOR_III] | https://data-argo.ifremer.fr/dac/incois/2902089/2902089_meta.nc [PLATFORM_TYPE],PROVOR_III,PROVOR_III,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902089,Latitude,22.134°S,-22.13373,https://data-argo.ifremer.fr/dac/incois/2902089/2902089_Rtraj.nc [LATITUDE index 12899; JULD; POSITION_QC=1],-22.13373,-22.13373,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902089,Longitude,61.943°E,61.94348,https://data-argo.ifremer.fr/dac/incois/2902089/2902089_Rtraj.nc [LONGITUDE index 12899; JULD; POSITION_QC=1],61.94348,61.94348,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902089,Last Transmission,2013-10-29 14:21 UTC,2013-10-29T14:21:48+00:00,https://data-argo.ifremer.fr/dac/incois/2902089/2902089_Rtraj.nc [JULD_LAST_MESSAGE index 130; raw JULD=23312.59847222222],JULD_LAST_MESSAGE[130] = 23312.59847222222 days since 1950-01-01 UTC,2013-10-29T14:21:48+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902089,Expected Next Communication,2013-11-08 14:21 UTC,2013-11-08T14:21:48+00:00,https://data-argo.ifremer.fr/dac/incois/2902089/2902089_Rtraj.nc [JULD_LAST_MESSAGE index 130; raw JULD=23312.59847222222],2013-10-29T14:21:48+00:00,2013-11-08T14:21:48+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902089,No Communication / elapsed days,4709 d,4709.307680312396,https://data-argo.ifremer.fr/dac/incois/2902089/2902089_Rtraj.nc [JULD_LAST_MESSAGE index 130; raw JULD=23312.59847222222],2013-10-29T14:21:48+00:00,4709.307680312396,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902089,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/2902089/2902089_Rtraj.nc [JULD_LAST_MESSAGE index 130; raw JULD=23312.59847222222],2013-10-29T14:21:48+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902089,Prof# (highest cycle),130,130,https://data-argo.ifremer.fr/dac/incois/2902089/profiles/ [recognized filenames; distinct positive cycles],130,130,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902089,Profiles Missing,0,0,https://data-argo.ifremer.fr/dac/incois/2902089/profiles/ [recognized filenames; distinct positive cycles],0,0,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902090,WMO ID,2902090,2902090,config/metadata/provor_cts4_301_reference.csv [wmo]; path_resolver._discover_cts4_presets | https://data-argo.ifremer.fr/dac/incois/2902090/2902090_meta.nc [PLATFORM_NUMBER],2902090,2902090,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902090,Internal ID,—,,No PTT/IMEI in local identity registries (sanitized CTS4 data),Not used: local registry only; operational identity not independently verified,,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH (sanitized/unavailable),2026-09-20T21:44:51.578991+00:00,PASS
2902090,Float Type,PROVOR_III,PROVOR_III,service/path_resolver.py:_discover_cts4_presets [platform_type=PROVOR_III] | https://data-argo.ifremer.fr/dac/incois/2902090/2902090_meta.nc [PLATFORM_TYPE],PROVOR_III,PROVOR_III,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902090,Latitude,57.092°S,-57.09159,https://data-argo.ifremer.fr/dac/incois/2902090/2902090_Rtraj.nc [LATITUDE index 1707; JULD; POSITION_QC=2],-57.09159,-57.09159,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902090,Longitude,53.104°E,53.10369,https://data-argo.ifremer.fr/dac/incois/2902090/2902090_Rtraj.nc [LONGITUDE index 1707; JULD; POSITION_QC=2],53.10369,53.10369,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902090,Last Transmission,2013-05-13 04:06 UTC,2013-05-13T04:06:07+00:00,https://data-argo.ifremer.fr/dac/incois/2902090/2902090_Rtraj.nc [JULD_LAST_MESSAGE index 16; raw JULD=23143.170914351824],JULD_LAST_MESSAGE[16] = 23143.170914351824 days since 1950-01-01 UTC,2013-05-13T04:06:07+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902090,Expected Next Communication,2013-05-23 04:06 UTC,2013-05-23T04:06:07+00:00,https://data-argo.ifremer.fr/dac/incois/2902090/2902090_Rtraj.nc [JULD_LAST_MESSAGE index 16; raw JULD=23143.170914351824],2013-05-13T04:06:07+00:00,2013-05-23T04:06:07+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902090,No Communication / elapsed days,4878 d,4878.735238182766,https://data-argo.ifremer.fr/dac/incois/2902090/2902090_Rtraj.nc [JULD_LAST_MESSAGE index 16; raw JULD=23143.170914351824],2013-05-13T04:06:07+00:00,4878.735238182766,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902090,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/2902090/2902090_Rtraj.nc [JULD_LAST_MESSAGE index 16; raw JULD=23143.170914351824],2013-05-13T04:06:07+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902090,Prof# (highest cycle),16,16,https://data-argo.ifremer.fr/dac/incois/2902090/profiles/ [recognized filenames; distinct positive cycles],16,16,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902090,Profiles Missing,0,0,https://data-argo.ifremer.fr/dac/incois/2902090/profiles/ [recognized filenames; distinct positive cycles],0,0,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902091,WMO ID,2902091,2902091,config/metadata/provor_cts4_301_reference.csv [wmo]; path_resolver._discover_cts4_presets | https://data-argo.ifremer.fr/dac/incois/2902091/2902091_meta.nc [PLATFORM_NUMBER],2902091,2902091,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902091,Internal ID,—,,No PTT/IMEI in local identity registries (sanitized CTS4 data),Not used: local registry only; operational identity not independently verified,,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH (sanitized/unavailable),2026-09-20T21:44:51.578991+00:00,PASS
2902091,Float Type,PROVOR_III,PROVOR_III,service/path_resolver.py:_discover_cts4_presets [platform_type=PROVOR_III] | https://data-argo.ifremer.fr/dac/incois/2902091/2902091_meta.nc [PLATFORM_TYPE],PROVOR_III,PROVOR_III,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902091,Latitude,4.383°N,4.38251,https://data-argo.ifremer.fr/dac/incois/2902091/2902091_Rtraj.nc [LATITUDE index 17014; JULD; POSITION_QC=2],4.38251,4.38251,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902091,Longitude,84.440°E,84.44005,https://data-argo.ifremer.fr/dac/incois/2902091/2902091_Rtraj.nc [LONGITUDE index 17014; JULD; POSITION_QC=2],84.44005,84.44005,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902091,Last Transmission,2013-12-24 12:49 UTC,2013-12-24T12:49:06+00:00,https://data-argo.ifremer.fr/dac/incois/2902091/2902091_Rtraj.nc [JULD_LAST_MESSAGE index 14; raw JULD=23368.534097222262],JULD_LAST_MESSAGE[14] = 23368.534097222262 days since 1950-01-01 UTC,2013-12-24T12:49:06+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902091,Expected Next Communication,2014-01-03 12:49 UTC,2014-01-03T12:49:06+00:00,https://data-argo.ifremer.fr/dac/incois/2902091/2902091_Rtraj.nc [JULD_LAST_MESSAGE index 14; raw JULD=23368.534097222262],2013-12-24T12:49:06+00:00,2014-01-03T12:49:06+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902091,No Communication / elapsed days,4653 d,4653.372055312396,https://data-argo.ifremer.fr/dac/incois/2902091/2902091_Rtraj.nc [JULD_LAST_MESSAGE index 14; raw JULD=23368.534097222262],2013-12-24T12:49:06+00:00,4653.372055312396,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902091,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/2902091/2902091_Rtraj.nc [JULD_LAST_MESSAGE index 14; raw JULD=23368.534097222262],2013-12-24T12:49:06+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902091,Prof# (highest cycle),13,13,https://data-argo.ifremer.fr/dac/incois/2902091/profiles/ [recognized filenames; distinct positive cycles],13,13,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902091,Profiles Missing,0,0,https://data-argo.ifremer.fr/dac/incois/2902091/profiles/ [recognized filenames; distinct positive cycles],0,0,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902092,WMO ID,2902092,2902092,config/metadata/provor_cts4_301_reference.csv [wmo]; path_resolver._discover_cts4_presets | https://data-argo.ifremer.fr/dac/incois/2902092/2902092_meta.nc [PLATFORM_NUMBER],2902092,2902092,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902092,Internal ID,—,,No PTT/IMEI in local identity registries (sanitized CTS4 data),Not used: local registry only; operational identity not independently verified,,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH (sanitized/unavailable),2026-09-20T21:44:51.578991+00:00,PASS
2902092,Float Type,PROVOR_III,PROVOR_III,service/path_resolver.py:_discover_cts4_presets [platform_type=PROVOR_III] | https://data-argo.ifremer.fr/dac/incois/2902092/2902092_meta.nc [PLATFORM_TYPE],PROVOR_III,PROVOR_III,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902092,Latitude,18.749°N,18.74924,https://data-argo.ifremer.fr/dac/incois/2902092/2902092_Rtraj.nc [LATITUDE index 19889; JULD; POSITION_QC=2],18.74924,18.74924,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902092,Longitude,67.036°E,67.03563,https://data-argo.ifremer.fr/dac/incois/2902092/2902092_Rtraj.nc [LONGITUDE index 19889; JULD; POSITION_QC=2],67.03563,67.03563,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902092,Last Transmission,2016-12-14 06:51 UTC,2016-12-14T06:51:30+00:00,https://data-argo.ifremer.fr/dac/incois/2902092/2902092_Rtraj.nc [JULD_LAST_MESSAGE index 149; raw JULD=24454.285763888853],JULD_LAST_MESSAGE[149] = 24454.285763888853 days since 1950-01-01 UTC,2016-12-14T06:51:30+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902092,Expected Next Communication,2016-12-24 06:51 UTC,2016-12-24T06:51:30+00:00,https://data-argo.ifremer.fr/dac/incois/2902092/2902092_Rtraj.nc [JULD_LAST_MESSAGE index 149; raw JULD=24454.285763888853],2016-12-14T06:51:30+00:00,2016-12-24T06:51:30+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902092,No Communication / elapsed days,3567 d,3567.6203886457292,https://data-argo.ifremer.fr/dac/incois/2902092/2902092_Rtraj.nc [JULD_LAST_MESSAGE index 149; raw JULD=24454.285763888853],2016-12-14T06:51:30+00:00,3567.6203886457292,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902092,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/2902092/2902092_Rtraj.nc [JULD_LAST_MESSAGE index 149; raw JULD=24454.285763888853],2016-12-14T06:51:30+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902092,Prof# (highest cycle),149,149,https://data-argo.ifremer.fr/dac/incois/2902092/profiles/ [recognized filenames; distinct positive cycles],149,149,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902092,Profiles Missing,0,0,https://data-argo.ifremer.fr/dac/incois/2902092/profiles/ [recognized filenames; distinct positive cycles],0,0,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902093,WMO ID,2902093,2902093,config/metadata/provor_cts4_301_reference.csv [wmo]; path_resolver._discover_cts4_presets | https://data-argo.ifremer.fr/dac/incois/2902093/2902093_meta.nc [PLATFORM_NUMBER],2902093,2902093,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902093,Internal ID,—,,No PTT/IMEI in local identity registries (sanitized CTS4 data),Not used: local registry only; operational identity not independently verified,,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH (sanitized/unavailable),2026-09-20T21:44:51.578991+00:00,PASS
2902093,Float Type,PROVOR_III,PROVOR_III,service/path_resolver.py:_discover_cts4_presets [platform_type=PROVOR_III] | https://data-argo.ifremer.fr/dac/incois/2902093/2902093_meta.nc [PLATFORM_TYPE],PROVOR_III,PROVOR_III,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902093,Latitude,14.182°N,14.18155,https://data-argo.ifremer.fr/dac/incois/2902093/2902093_Rtraj.nc [LATITUDE index 32148; JULD; POSITION_QC=1],14.18155,14.18155,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902093,Longitude,67.682°E,67.68236,https://data-argo.ifremer.fr/dac/incois/2902093/2902093_Rtraj.nc [LONGITUDE index 32148; JULD; POSITION_QC=1],67.68236,67.68236,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902093,Last Transmission,2019-04-23 04:30 UTC,2019-04-23T04:30:41+00:00,https://data-argo.ifremer.fr/dac/incois/2902093/2902093_Rtraj.nc [JULD_LAST_MESSAGE index 234; raw JULD=25314.187974537024],JULD_LAST_MESSAGE[234] = 25314.187974537024 days since 1950-01-01 UTC,2019-04-23T04:30:41+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902093,Expected Next Communication,2019-05-03 04:30 UTC,2019-05-03T04:30:41+00:00,https://data-argo.ifremer.fr/dac/incois/2902093/2902093_Rtraj.nc [JULD_LAST_MESSAGE index 234; raw JULD=25314.187974537024],2019-04-23T04:30:41+00:00,2019-05-03T04:30:41+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902093,No Communication / elapsed days,2707 d,2707.718177997581,https://data-argo.ifremer.fr/dac/incois/2902093/2902093_Rtraj.nc [JULD_LAST_MESSAGE index 234; raw JULD=25314.187974537024],2019-04-23T04:30:41+00:00,2707.718177997581,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902093,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/2902093/2902093_Rtraj.nc [JULD_LAST_MESSAGE index 234; raw JULD=25314.187974537024],2019-04-23T04:30:41+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902093,Prof# (highest cycle),234,234,https://data-argo.ifremer.fr/dac/incois/2902093/profiles/ [recognized filenames; distinct positive cycles],234,234,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902093,Profiles Missing,0,0,https://data-argo.ifremer.fr/dac/incois/2902093/profiles/ [recognized filenames; distinct positive cycles],0,0,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902113,WMO ID,2902113,2902113,config/metadata/provor_cts4_301_reference.csv [wmo]; path_resolver._discover_cts4_presets | https://data-argo.ifremer.fr/dac/incois/2902113/2902113_meta.nc [PLATFORM_NUMBER],2902113,2902113,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902113,Internal ID,—,,No PTT/IMEI in local identity registries (sanitized CTS4 data),Not used: local registry only; operational identity not independently verified,,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH (sanitized/unavailable),2026-09-20T21:44:51.578991+00:00,PASS
2902113,Float Type,PROVOR_III,PROVOR_III,service/path_resolver.py:_discover_cts4_presets [platform_type=PROVOR_III] | https://data-argo.ifremer.fr/dac/incois/2902113/2902113_meta.nc [PLATFORM_TYPE],PROVOR_III,PROVOR_III,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902113,Latitude,18.093°N,18.0931,https://data-argo.ifremer.fr/dac/incois/2902113/2902113_Rtraj.nc [LATITUDE index 211; JULD; POSITION_QC=2],18.0931,18.0931,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
